,mi_3,mi_7,mi_11,mi_21,mi_31,eqw_2,eqf_2,kmeans_2,distortion_aligned_2,eqw_5,eqf_5,kmeans_5,distortion_aligned_5,eqw_square-root,eqf_square-root,kmeans_square-root,distortion_aligned_square-root,eqw_sturges-formula,eqf_sturges-formula,kmeans_sturges-formula,distortion_aligned_sturges-formula,eqw_rice-rule,eqf_rice-rule,kmeans_rice-rule,distortion_aligned_rice-rule
0,0.14771356320381165,0.16149379789829255,0.17849174642562865,0.21335714137554168,0.24785824239253998,0.003213975191116333,0.0036756924390792846,0.004096892476081848,0.45957398557662965,0.0038660019636154175,0.0041287893056869505,0.0056698044538497925,0.46685473716259,0.006985732197761536,0.0068449975252151485,0.01712932813167572,0.6125442322492599,0.00443317174911499,0.0046427279710769655,0.0076290079355239866,0.4663660387992859,0.005519838094711304,0.005559881567955017,0.011375467419624329,0.5334321798086167
